"","spotify_id","name","artists","daily_rank","daily_movement","weekly_movement","country","snapshot_date","popularity","is_explicit","duration_ms","album_name","album_release_date","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature"
"713926","0Mt4MqKdU2Z5wcBE9vybbi","Brutos Diamantes","SYRO, Bispo",47,1,3,"PT","2024-11-07",55,"False",176320,"11 11","2023-11-11",0.597,0.568,10,-5.747,0,0.0753,0.601,0,0.111,0.591,159.795,4
"1429271","5uQ7de4EWjb3rkcFxyEOpu","Belong Together","Mark Ambor",8,42,-1,"IE","2024-04-25",90,"False",148317,"Belong Together","2024-02-16",0.646,0.668,2,-5.203,1,0.0282,0.491,0,0.212,0.64,90.969,4
"1882194","5ZtK8XAVnoaGdBXZWCEVCY","Lonely At The Top","Asake",11,0,2,"NG","2023-12-19",77,"False",157714,"Work Of Art","2023-06-15",0.778,0.801,6,-7.326,0,0.106,0.692,0.000155,0.0912,0.914,104.986,4
"1906442","4URabg9AGHasjFEVdTbWcC","Dalie (feat. Baby S.O.N)","Kamo Mphela, Tyler ICU, Khalil Harrison, Baby S.O.N",9,0,-1,"ZA","2023-12-12",70,"False",280424,"Dalie (feat. Baby S.O.N)","2023-10-11",0.831,0.568,1,-9.984,1,0.0515,5e-05,0.0901,0.122,0.16,113.009,4
"433576","4wJ5Qq0jBN4ajy7ouZIV1c","APT.","ROSÉ, Bruno Mars",4,-1,-1,"NZ","2025-02-03",91,"False",169917,"rosie","2024-12-06",0.777,0.783,0,-4.477,0,0.26,0.0283,0,0.355,0.939,149.027,4
"1764873","4Uj8pdbro2QZmWpAbpdgI0","RUPE-TE MAMI","4 226, RAVA, Ravisval, BITTNER, Giovanni, BROKN, EXPOSURE",14,5,0,"RO","2024-01-20",57,"True",162461,"CO$ANO$TRA","2023-09-01",0.857,0.779,1,-5.133,1,0.256,0.451,7.95e-06,0.0396,0.96,130.015,4
"574782","1wmdTFyiyJGJWV41rmJ66I","Dansaðu vindur","Eivør",46,-7,1,"IS","2024-12-26",41,"False",189521,"Heyr himnasmiður","2008-01-01",0.604,0.23,3,-12.538,1,0.0268,0.919,0,0.125,0.205,79.939,3
"1362930","26cvTWJq2E1QqN4jyH2OTU","Tak Segampang Itu","Anggi Marito",17,3,3,"MY","2024-05-13",80,"False",231100,"Tak Segampang Itu","2022-12-02",0.506,0.438,5,-7.069,1,0.0268,0.759,8.64e-06,0.109,0.178,129.538,4
"2063324","3MIVadmVbWGZR0VzNceGt1","ใจลอย","QLER",30,-6,-10,"TH","2023-10-30",69,"False",197432,"ใจลอย","2023-04-06",0.641,0.582,9,-8.298,1,0.0356,0.758,0.143,0.184,0.624,147.951,4
"799857","1hZsWUnLbqRw09jLAMQSsb","CLASSY 101","Feid, Young Miko",40,3,2,"VE","2024-10-14",80,"True",195586,"FERXXOCALIPSIS","2023-12-01",0.858,0.665,11,-4.772,1,0.152,0.126,0,0.119,0.659,100.09,4
"758891","6lFM8kkmpffm0aq2gzEtEK","Dile al Amor","Aventura",20,30,30,"EC","2024-10-26",57,"False",228773,"The Last","2010-04-06",0.824,0.612,11,-9.616,1,0.0372,0.0786,0,0.32,0.945,123.998,4
"1590895","3zSSCPpLZ5Oc8nelhhGjKz","Tu hai kahan","AUR",6,0,1,"IN","2024-03-08",84,"False",263184,"Tu hai kahan","2023-10-16",0.708,0.356,1,-9.738,1,0.075,0.437,6.54e-05,0.112,0.569,83.679,4
"1913012","6CvTEtGagmzQvkUzzyKR9k","HARLEY QUINN","Fuerza Regida, Marshmello",29,-1,2,"CR","2023-12-11",95,"True",143327,"Pa las Baby's Y Belikeada","2023-10-20",0.815,0.741,1,-6.04,1,0.0569,0.0277,0.0183,0.219,0.591,125.031,4
"378989","6AI3ezQ4o3HUoP6Dhudph3","Not Like Us","Kendrick Lamar",5,3,-1,"SE","2025-02-18",92,"True",274192,"Not Like Us","2024-05-04",0.898,0.472,1,-7.001,1,0.0776,0.0107,0,0.141,0.214,101.061,4
"1272754","4BVcVEp6Df9VQN5qFwxDn3","Mon amour","Slimane",41,-11,-27,"FR","2024-06-07",68,"False",181920,"Essentiels","2024-05-09",0.505,0.357,11,-8.037,0,0.0332,0.155,0,0.104,0.211,141.948,4
"236486","7p9nV83OAXMpeAXx9SXW5i","Menina de Vermelho","MC Menor JP, RAMONMIX, The Ironix",40,10,-1,"FR","2025-03-30",77,"False",151348,"Menina de Vermelho","2024-10-18",0.525,0.717,6,-6.414,1,0.0796,0.0827,0,0.0378,0.7,129.742,4
"257976","1lcBt7LoEikqYmhUoa2cez","number one girl","ROSÉ",35,0,-2,"HK","2025-03-24",82,"False",216442,"rosie","2024-12-06",0.288,0.377,7,-7.775,1,0.0317,0.288,0,0.101,0.135,175.43,3
"1064607","5Uptvz6j1sjDKxidAcnH2L","SI NO ES CONTIGO","Cris Mj",44,-4,6,"GT","2024-08-03",89,"True",156000,"SI NO ES CONTIGO","2024-05-23",0.763,0.626,5,-5.637,0,0.0433,0.0859,0.225,0.205,0.78,100.02,4
"880985","3Vr3zh0r7ALn8VLqCiRR10","Stargazing","Myles Smith",22,-1,0,"NZ","2024-09-22",92,"False",172533,"Stargazing","2024-05-10",0.635,0.601,1,-6.129,0,0.0295,0.246,0,0.11,0.332,123.994,4
"1271160","0cvVetonbe66pOOPMtuSOC","Vamo Marolar","L7NNON, MC Cabelinho, Palma, HHR",47,1,3,"PT","2024-06-07",74,"True",181512,"IRRASTREÁVEL","2024-03-28",0.943,0.454,6,-6.333,0,0.312,0.267,0,0.105,0.564,118.984,4
"513812","5v1qS9RS2g42zeXHevEdYn","PANNONIA","DESH, Young Fly, Azahriah",3,0,-1,"HU","2025-01-12",61,"False",147120,"BAKPAKK","2024-07-26",0.923,0.762,10,-4.36,0,0.13,0.12,0,0.121,0.785,124.959,4
"1999730","7yIIeKUxTpn36X6CFJhgEi","Reggaeton Champagne","Bellakath, Dani Flow",29,4,13,"GT","2023-11-17",89,"True",159170,"Kittyponeo","2023-10-05",0.795,0.678,11,-7.905,0,0.0586,0.0398,0.35,0.072,0.788,101.032,4
"1944875","4VsP4Dm8gsibRxB5I2hEkw","Kahani Suno 2.0","Kaifi Khalil",42,3,6,"IN","2023-12-02",78,"False",173637,"Kahani Suno 2.0","2022-05-31",0.577,0.379,11,-13.235,1,0.0374,0.909,0.000586,0.0986,0.26,139.585,3
"717120","6cjIlxXM1ca6nxkJ0p27jU","Dilerim Ki","Dolu Kadehi Ters Tut",41,7,9,"TR","2024-11-06",69,"False",200000,"Dilerim Ki","2024-01-12",0.543,0.779,11,-7.384,0,0.0415,0.166,0.00234,0.276,0.46,93.944,4
"988879","7ldcYtMOjtX1eFVEYzj2kJ","Sagrado Profano","Luísa Sonza, KayBlack",16,-5,2,"BR","2024-08-24",78,"False",196601,"Escândalo Íntimo","2024-05-28",0.665,0.717,8,-5.554,1,0.249,0.497,0,0.0998,0.638,129.882,4
"238891","41dM8Ol9WH0Um6XOx7VX5I","Pilestredet","UNDERGRUNN",45,-10,-28,"NO","2025-03-29",59,"True",194782,"Pilestredet","2025-03-14",0.44,0.55,7,-8.698,1,0.103,0.619,0.00708,0.118,0.118,179.759,4
"803744","5TxqI3DLEbMVJkyVgentxd","Yetmedi","Lvbel C5, AKDO",27,-11,-14,"TR","2024-10-13",73,"False",115594,"Yetmedi","2024-08-02",0.835,0.485,6,-8.057,1,0.0413,0.0427,0,0.103,0.385,102.046,4
"1952","5UGrftqh9U3zKQUt3vs7Ob","Supreme","Shubh",2,0,0,"IN","2025-06-11",85,"True",178244,"Supreme","2025-04-18",0.743,0.642,8,-3.758,1,0.0482,0.00445,0,0.244,0.156,165.966,4
"428286","3AWDeHLc88XogCaCnZQLVI","Cry For Me","The Weeknd",14,-1,36,"CH","2025-02-05",84,"True",224136,"Hurry Up Tomorrow","2025-01-31",0.647,0.645,7,-6.425,0,0.0303,0.0871,0,0.671,0.422,120.098,4
"608268","5QjmUqgpPQgXgg4606DqZF","UWAIE","Kapo",32,3,-6,"ES","2024-12-17",85,"False",172427,"UWAIE","2024-08-15",0.705,0.783,9,-4.783,0,0.0403,0.138,0,0.0984,0.454,103.001,4
"159975","7tI8dRuH2Yc6RuoTjxo4dU","Who","Jimin",1,0,0,"LV","2025-04-20",90,"False",170887,"MUSE","2024-07-19",0.66,0.756,0,-3.743,0,0.032,0.00289,0,0.193,0.838,116.034,4
"821783","5TXDeTFVRVY7Cvt0Dw4vWW","Revenge","XXXTENTACION",16,0,34,"UA","2024-10-08",85,"True",120026,"17","2017-08-25",0.746,0.251,11,-16.169,0,0.259,0.782,0.00203,0.106,0.18,139.999,4
"139389","2zrvFZHDSxreEJoQx4BRGm","Girlfriend (feat. Tayc)","Wegz, Tayc",49,-1,1,"EG","2025-05-04",57,"False",170159,"Girlfriend (feat. Tayc)","2025-04-23",0.574,0.516,5,-5.926,0,0.283,0.164,1.9e-06,0.205,0.753,139.667,5
"1312863","0LMwmV37RCmBO2so0szAFs","Whatever","Kygo, Ava Max",50,-5,0,"GB","2024-05-27",89,"False",178273,"Whatever","2024-01-19",0.58,0.777,3,-5.69,1,0.0655,0.104,0,0.342,0.589,108.005,4
"1070240","2uqYupMHANxnwgeiXTZXzd","Austin (Boots Stop Workin')","Dasha",27,0,1,"SE","2024-08-01",91,"True",171782,"What Happens Now?","2024-02-16",0.756,0.672,0,-6.743,1,0.0522,0.464,3.37e-06,0.108,0.739,114.935,4
"1289051","5XVdHRf4CAJ2Jm0uMIy5qY","La Víctima","Xavi",38,8,12,"SV","2024-06-02",87,"True",156345,"La Víctima","2023-08-17",0.778,0.835,11,-3.598,0,0.0767,0.152,0,0.109,0.666,140.082,4
"387873","1f8q0UF64hUKlEezIzIc4N","GRISELDA","RACK, Sin Laurent",1,0,49,"GR","2025-02-16",53,"True",130485,"GRISELDA","2025-02-13",0.775,0.866,9,-6.813,1,0.0739,0.0411,0.184,0.459,0.737,102.994,4
"671149","0cAdtf6J8dsPFi04OVpKzx","Schéma","Damso",13,3,37,"BE","2024-11-20",66,"True",187813,"J'AI MENTI.","2024-11-15",0.496,0.404,1,-8.967,1,0.307,0.4,0.000256,0.169,0.175,87.223,5
"1343715","4RiudH8RehvLLrk8uNgIdR","Nightwalker","TEN",2,-1,2,"TH","2024-05-18",81,"False",204373,"TEN - The 1st Mini Album","2024-02-13",0.439,0.704,7,-5.162,1,0.108,0.111,3.28e-05,0.33,0.576,128.038,4
"1309650","4De7M9SBUs3UAPOigflw4U","So wie du","Milano, MERO",37,-2,13,"DE","2024-05-28",63,"False",152647,"So wie du","2024-05-23",0.805,0.687,0,-7.947,0,0.0656,0.0313,0,0.209,0.0855,114.949,4
"345574","7MVIfkyzuUmQ716j8U7yGR","Rara Vez","Milo j, Taiu",38,3,1,"BO","2025-02-28",75,"False",128677,"Rara Vez","2023-02-08",0.838,0.708,5,-4.668,0,0.166,0.176,0,0.343,0.96,119.984,4
"1977635","4FO7upk8MhVmHTs4GQ4Wdg","Stingið henni í steininn","ICEGUYS",19,-1,-7,"IS","2023-11-23",48,"False",191927,"Stingið henni í steininn","2023-09-29",0.668,0.779,11,-4.684,1,0.0675,0.195,0,0.0655,0.515,82.956,4
"1886055","59NraMJsLaMCVtwXTSia8i","Prada","cassö, RAYE, D-Block Europe",22,-4,0,"LV","2023-12-18",93,"True",132359,"Prada","2023-08-11",0.638,0.717,8,-5.804,1,0.0375,0.001,1.79e-06,0.113,0.422,141.904,4
"639074","2kz1YOhJiNubjigR1gB1VX","DILUVIO","Rauw Alejandro",38,12,12,"SV","2024-12-06",81,"True",197052,"PLAYA SATURNO","2023-07-07",0.845,0.795,9,-3.502,0,0.0681,0.343,1.78e-05,0.224,0.681,94.969,4
"1804983","0EqczV3o6fwksegAavIHpX","LOVELY BASTARDS","ZWE1HVNDXR, yatashigang",42,1,8,"SA","2024-01-09",87,"True",116104,"LOVELY BASTARDS","2023-08-25",0.613,0.81,1,-6.16,1,0.488,0.832,0.899,0.137,0.686,150.251,4
"1702227","7bywjHOc0wSjGGbj04XbVi","LUNA","Feid, ATL Jacob",1,0,0,"VE","2024-02-06",97,"False",196800,"FERXXOCALIPSIS","2023-12-01",0.774,0.86,7,-2.888,0,0.13,0.131,0,0.116,0.446,100.019,4
"433467","0ZCCbW4Aym7b5QdQUKfVdv","Burnout","Sugarfree",45,-4,5,"PH","2025-02-03",70,"False",210426,"Sa Wakas","2003-01-01",0.673,0.618,7,-7.79,1,0.0314,0.0126,9.83e-06,0.122,0.645,132.426,4
"1591329","0fxSLGBSsetmHSO98Xm0Km","G63","TOQUEL, Bloody Hawk",40,-3,-1,"GR","2024-03-08",62,"True",204950,"1111","2023-11-09",0.659,0.561,1,-8.984,1,0.402,0.222,0,0.0929,0.548,149.795,4
"1614835","7ojBwkKhmZzXDjrqwfLH26","портреты - Acoustic","zhanulka",50,0,0,"UA","2024-03-01",64,"False",172094,"портреты (Acoustic)","2022-09-09",0.655,0.308,4,-9.904,0,0.0356,0.903,0,0.183,0.397,94.811,4
"1251380","5RqSsdzTNPX1uzkmlHCFvK","QLONA","KAROL G, Peso Pluma",17,0,-4,"CO","2024-06-13",82,"True",172797,"MAÑANA SERÁ BONITO (BICHOTA SEASON)","2023-08-10",0.841,0.738,7,-7.455,0,0.307,0.52,0,0.0892,0.484,169.918,4
"1400798","6GjJOJ3TWG4TTNmQ12fInn","Ante","NTG",35,-8,3,"DO","2024-05-03",55,"True",125087,"Ante","2023-09-29",0.599,0.645,1,-7.162,0,0.438,0.561,0,0.1,0.864,98.952,4
"1222784","5zCnGtCl5Ac5zlFHXaZmhy","Sajni (From ""Laapataa Ladies"")","Ram Sampath, Arijit Singh, Prashant Pandey",21,-2,0,"AE","2024-06-21",79,"False",170044,"Sajni (From ""Laapataa Ladies"")","2024-02-12",0.428,0.413,0,-7.783,1,0.0281,0.827,9.35e-06,0.108,0.355,79.646,4
"2106894","0aPs3kmiqmt9QG7gWXdefA","No soy Eterno","Bizarrap, Milo j",19,31,0,"UY","2023-10-18",84,"False",151468,"en dormir sin Madrid","2023-10-04",0.564,0.402,2,-6.488,0,0.329,0.44,6.25e-05,0.308,0.628,121.45,4
"329119","5t4O0SahpSw7pavJBwGEC5","Bygdegut (her er eg)","Kjartan Lauritzen, Hver gang vi møtes",28,1,-3,"NO","2025-03-04",58,"False",227045,"Bygdegut (her er eg)","2025-01-03",0.618,0.862,0,-6.346,1,0.037,0.116,0,0.275,0.624,89.984,4
"99318","1RaJdXCj61oSRUUciGKoWe","bergema sampai selamanya","Nadhif Basalamah",21,-3,16,"ID","2025-05-15",80,"False",198567,"bergema sampai selamanya","2025-01-31",0.263,0.506,8,-5.843,1,0.0341,0.761,0.0274,0.0626,0.209,159.852,4
"1212667","6XjDF6nds4DE2BBbagZol6","Gata Only","FloyyMenor, Cris Mj",4,0,0,"PY","2024-06-23",94,"True",222000,"Gata Only","2024-02-02",0.791,0.499,8,-8.472,0,0.0509,0.446,2.41e-05,0.0899,0.669,99.986,4
"1097316","7bywjHOc0wSjGGbj04XbVi","LUNA","Feid, ATL Jacob",3,0,-1,"HN","2024-07-25",91,"False",196800,"FERXXOCALIPSIS","2023-12-01",0.774,0.86,7,-2.888,0,0.13,0.131,0,0.116,0.446,100.019,4
"1099539","6WUGsDp56TjkMRrF5WsElJ","Sper Ca Esti Bine","Sami G",26,-3,-3,"RO","2024-07-24",55,"False",173437,"Hustler","2024-06-14",0.646,0.597,4,-6.258,0,0.0577,0.437,0,0.108,0.208,127.577,4
"1034217","6AI3ezQ4o3HUoP6Dhudph3","Not Like Us","Kendrick Lamar",4,0,-2,"NZ","2024-08-11",96,"True",274192,"Not Like Us","2024-05-04",0.898,0.472,1,-7.001,1,0.0776,0.0107,0,0.141,0.214,101.061,4
"1366811","7221xIgOnuakPdLqT0F3nP","I Had Some Help (Feat. Morgan Wallen)","Post Malone, Morgan Wallen",48,-28,2,"LU","2024-05-12",83,"True",178205,"I Had Some Help","2024-05-10",0.638,0.855,7,-4.86,1,0.0264,0.00757,0,0.245,0.731,127.986,4
"898215","0SoBfYjQHvL6cuWHtPUYnq","Hoy","Valentino Merlo, The La Planta",2,0,1,"UY","2024-09-17",83,"False",198495,"Hoy","2024-05-22",0.451,0.711,11,-4.612,1,0.0426,0.24,0,0.154,0.661,176.161,4
"637586","0cQVqPuHQP4KEwc7ZUQmj6","Sweater Weather","The Neighbourhood",50,0,0,"EE","2024-12-09",68,"False",240426,"I Love You.","2013-04-19",0.613,0.808,10,-2.851,1,0.0346,0.0426,0.0159,0.102,0.38,124.037,4
"167682","6dOtVTDdiauQNBQEDOtlAB","BIRDS OF A FEATHER","Billie Eilish",8,0,-1,"IE","2025-04-18",99,"False",210373,"HIT ME HARD AND SOFT","2024-05-17",0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4
"1287662","1cQTT0WyAvD4LL0m42J8M4","Cintureo - Remix","Jey One, Yoan Retro",49,-4,-6,"DO","2024-06-03",66,"True",164055,"Cintureo (Remix)","2023-11-07",0.574,0.822,9,-2.388,1,0.279,0.23,0.0414,0.314,0.656,190.482,3
"517787","5DdLSEyKh8zgCrJq2hFj92","Yo sé","Yan Block, TORRRES",28,0,-18,"ES","2025-01-11",79,"True",129705,"Yo sé","2024-05-23",0.716,0.462,5,-9.847,0,0.128,0.68,0,0.132,0.626,136.045,4
"466858","78FrkrO3KgizjXDObyFvzW","צ'יק צ'ק","Static",40,-1,-5,"IL","2025-01-25",58,"False",132380,"צ'יק צ'ק","2024-09-04",0.813,0.813,11,-6.549,0,0.0564,0.412,4.27e-05,0.214,0.757,112.142,4
"936036","0yvcSDx1WMdxnUHhqG7PEh","شوفو لامور مادار فيا","Bilel Tacchini",23,0,-2,"MA","2024-09-07",61,"False",186036,"شوفو لامور مادار فيا","2023-12-09",0.715,0.915,5,-3.91,0,0.0382,0.706,0,0.237,0.902,105.028,4
"2084519","5ixdmTpCmH5diBA1j154wN","UN PREVIEW","Bad Bunny",26,-2,-5,"BO","2023-10-25",86,"True",165582,"nadie sabe lo que va a pasar mañana","2023-10-13",0.795,0.815,1,-3.322,1,0.0821,0.0368,3.82e-05,0.227,0.334,94.991,4
"316437","4RPeZbmVON5ZKT5HC9wALt","Morena","Beéle",46,-2,-7,"CR","2025-03-08",73,"False",188930,"Morena","2023-11-09",0.737,0.682,9,-6.149,1,0.13,0.155,0,0.227,0.676,104.107,4
"772483","4dmruTsdHIOjfOIeaFitXK","幾億光年","Omoinotake",13,1,4,"JP","2024-10-22",73,"False",276918,"幾億光年","2024-01-24",0.558,0.79,6,-4.372,1,0.0411,0.0138,0,0.224,0.543,95.607,4
"1964670","3ilgxZl5g7MOQCUiky3VOG","Ms. Jackson","Pashanim",44,-16,-26,"AT","2023-11-27",80,"False",147586,"Ms. Jackson","2023-08-24",0.774,0.7,1,-7.334,1,0.266,0.163,3.24e-05,0.169,0.624,81.99,4
"148629","6Qyc6fS4DsZjB2mRW9DsQs","Iris","The Goo Goo Dolls",39,-3,11,"PH","2025-05-01",93,"False",289533,"Dizzy up the Girl","1998-01-01",0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,3
"702933","0qeIFEGRQqHoaJtLCl0U73","DEGENERE 👑 (feat. benny blanco)","Myke Towers, benny blanco",4,1,2,"SV","2024-11-10",81,"True",130880,"LA PANTERA NEGRA (DELUXE)","2024-10-17",0.744,0.709,6,-5.778,0,0.284,0.0501,0,0.0847,0.712,194.055,4
"367310","0qlYaRFGvgR6afy1f4BBwD","NANANI NANANA","Gazo",26,7,2,"BE","2025-02-22",76,"True",217693,"APOCALYPSE","2024-11-29",0.638,0.423,6,-11.952,0,0.0513,0.346,0.00333,0.0829,0.188,86.92,4
"1012876","6z3RBRZVdV34ZjFKgjmDXA","Вредина","Bakr",13,2,1,"KZ","2024-08-17",57,"False",159064,"Вредина","2022-07-01",0.774,0.638,8,-6.298,0,0.161,0.742,9.61e-06,0.0793,0.641,144.986,4
"1784002","0NfRszAHHTci3p02z41Gra","Dėl Tavęs","Jessica Shy",11,7,-5,"LT","2024-01-15",51,"False",174339,"Pasaka","2023-03-10",0.805,0.601,6,-8.3,0,0.036,0.475,9.52e-05,0.139,0.389,106.022,4
"1339362","772ARvmnEjryug7ce0lRAF","Филм за нас","Tsvetelina Yaneva, Medi",49,0,-18,"BG","2024-05-20",46,"False",181304,"Филм за нас","2021-12-27",0.565,0.871,6,-4.698,0,0.114,0.0922,0,0.0386,0.661,184.168,4
"396820","2SVoUZdzxuDuxBdHSO73KF","Yasemen","Afra",48,2,-2,"TR","2025-02-13",69,"False",150909,"Yasemen","2024-10-04",0.429,0.409,6,-12.433,0,0.0485,0.613,0,0.137,0.211,131.421,3
"715100","5wbg8kepMFoMzHOEuxiI0q","Close To You","Gracie Abrams",21,2,28,"IE","2024-11-07",79,"False",225973,"The Secret of Us","2024-06-20",0.586,0.72,6,-7.984,1,0.0775,0.0236,0.000124,0.0925,0.302,121.927,4
"1688324","4MjDJD8cW7iVeWInc2Bdyj","MONACO","Bad Bunny",48,0,-2,"PY","2024-02-10",93,"True",267194,"nadie sabe lo que va a pasar mañana","2023-10-13",0.787,0.621,4,-5.009,0,0.068,0.15,0.000402,0.58,0.13,139.056,4
"218738","3D24ErT1MMmUfXWotSj2A2","ME JALO","Fuerza Regida, Grupo Frontera",36,0,-3,"EC","2025-04-04",91,"True",212002,"MALA MÍA","2024-12-19",0.47,0.75,2,-5.887,0,0.112,0.216,0,0.169,0.62,79.814,4
"586858","4wJ5Qq0jBN4ajy7ouZIV1c","APT.","ROSÉ, Bruno Mars",22,-2,-2,"CL","2024-12-23",85,"False",169917,"rosie","2024-12-06",0.777,0.783,0,-4.477,0,0.26,0.0283,0,0.355,0.939,149.027,4
"909324","1aKvZDoLGkNMxoRYgkckZG","Magnetic","ILLIT",11,0,0,"TW","2024-09-14",86,"False",160688,"SUPER REAL ME","2024-03-25",0.797,0.668,6,-5.819,1,0.0687,0.257,0,0.0876,0.69,131.067,4
"668137","1lNcnIU4jtqD69Qtfjh8EJ","Sana Güvenmiyorum - Dedub Sessions","Dedublüman, Aleyna Tilki",1,0,0,"TR","2024-11-20",78,"False",204833,"Sana Güvenmiyorum (Dedub Sessions)","2024-11-01",0.378,0.666,11,-7.385,0,0.0283,0.0282,5.71e-05,0.456,0.525,89.909,4
"1332655","0NYvacFqoJdJggiOynzbur","Повільно","Adam",42,-4,8,"UA","2024-05-21",56,"False",166500,"Повільно","2023-01-15",0.611,0.213,5,-9.646,0,0.0458,0.958,1.01e-06,0.12,0.481,106.481,3
"1661321","69Ej1xrGjOcHvIMtMKxK0G","Dile","Don Omar",45,4,5,"CO","2024-02-18",85,"False",204600,"The Last Don","2003-01-01",0.817,0.714,4,-7.501,0,0.141,0.184,0.000132,0.042,0.714,94.001,4
"1283805","70JnnNNAxPjvZGPwjJfX47","El Fin del Mundo","La La Love You, Axolotes Mexicanos",42,-1,8,"ES","2024-06-04",69,"False",188093,"La la Love You Bonus","2020-12-11",0.602,0.866,4,-4.594,1,0.0471,0.000856,0,0.094,0.677,127.052,4
"1420098","5jt25aFjW2kNoBqaEVaz5W","LA INOCENTE","Mora, Feid",35,-4,15,"VE","2024-04-27",83,"True",202173,"MICRODOSIS","2022-04-01",0.757,0.789,5,-3.46,0,0.0583,0.307,0,0.0717,0.464,91.911,4
"676105","2Bhmj4XK33InfhqKPxcJ1v","Dile al Amor","Aventura",19,31,-16,"NI","2024-11-18",78,"False",229360,"The Last","2009-06-09",0.825,0.605,11,-9.71,1,0.0376,0.0764,0,0.314,0.944,124.005,4
"1273813","28drn6tQo95MRvO0jQEo5C","Type Shit","Future, Metro Boomin, Travis Scott, Playboi Carti",50,-1,-5,"AT","2024-06-07",89,"True",228266,"WE DON'T TRUST YOU","2024-03-22",0.64,0.552,2,-5.679,1,0.129,0.0215,0,0.119,0.112,144.941,4
"444130","493ORSeExHylEYu7tolox9","Sophia Loren","Tymek, Urbanski",8,0,1,"PL","2025-01-31",69,"True",169939,"Popularne","2021-08-12",0.755,0.634,8,-8.904,0,0.0781,0.73,0.125,0.237,0.611,124.993,4
"549017","2hZttcpkiVBA6thTLFDaS9","A Million Blessings","Wizkid",26,1,-2,"NG","2025-01-02",70,"False",190120,"Morayo","2024-11-22",0.478,0.635,4,-8.055,0,0.191,0.437,0.015,0.166,0.0717,102.955,4
"1245571","5N3hjp1WNayUPZrA8kJmJP","Please Please Please","Sabrina Carpenter",8,-1,42,"PT","2024-06-14",85,"True",186365,"Please Please Please","2024-06-06",0.669,0.586,9,-6.073,1,0.054,0.274,0,0.104,0.579,107.071,4
"312009","1YYfyJ2yCvGFCxwjsIqEK9","Khé?","Rauw Alejandro, Romeo Santos",18,-3,-5,"HN","2025-03-09",84,"False",206066,"Cosa Nuestra","2024-11-15",0.687,0.627,7,-4.975,1,0.181,0.326,0,0.0893,0.47,155.865,4
"436055","0aB0v4027ukVziUGwVGYpG","tv off (feat. lefty gunplay)","Kendrick Lamar, Lefty Gunplay",33,4,-1,"","2025-02-02",91,"True",220690,"GNX","2024-11-22",0.855,0.529,6,-6.679,0,0.263,0.0837,0,0.423,0.548,100.036,4
"172478","78HEzDEs1QUnHB2DbxgC1s","Te Quería Ver","Alemán, Neton Vega",5,0,-1,"BO","2025-04-17",94,"False",176129,"Te Quería Ver","2025-01-31",0.802,0.761,4,-5.182,0,0.0681,0.188,1.69e-05,0.0922,0.448,100.019,4
"1063078","2N0SPREDYqILVEFSsWF5N5","Love Me Again","V",15,0,2,"PY","2024-08-03",87,"False",182293,"Layover","2023-08-11",0.633,0.607,0,-6.182,0,0.0532,0.183,1.38e-06,0.167,0.363,74.029,4
"649596","2KslE17cAJNHTsI2MI0jb2","Standing Next to You","Jung Kook",10,2,40,"VN","2024-11-25",88,"False",206019,"GOLDEN","2023-11-03",0.711,0.809,2,-4.389,0,0.0955,0.0447,0,0.339,0.816,106.017,4
"1097403","294hRgOqnGW2BemqP8D35X","Klaxon","(G)I-DLE",40,1,-5,"HK","2024-07-25",73,"False",175106,"I SWAY","2024-07-08",0.89,0.886,11,-3.408,0,0.185,0.13,0,0.309,0.801,119.986,4
"1436955","36t6frENUtCYKuZus6aYDO","Who’s Afraid of Little Old Me?","Taylor Swift",42,-6,8,"CZ","2024-04-22",81,"False",334084,"THE TORTURED POETS DEPARTMENT","2024-04-18",0.592,0.37,0,-10.488,1,0.0495,0.307,0,0.11,0.249,119.87,4
"1880636","3rUGC1vUpkDG9CZFHMur1t","greedy","Tate McRae",3,1,-1,"AU","2023-12-20",99,"True",131872,"greedy","2023-09-15",0.75,0.733,6,-3.18,0,0.0319,0.256,0,0.114,0.844,111.018,1
"1028592","1UTeDUAusifkVapsAZxbSc","Tak For Sidst","Gobs",29,1,-3,"DK","2024-08-13",58,"False",155511,"MELLEM HIMMEL & JORD","2024-02-02",0.813,0.616,7,-4.5,1,0.218,0.0868,0,0.115,0.693,134.948,4
"1051062","57lsYy0OZLNb5OQ7fEa3Hs","Did It First (with Central Cee)","Ice Spice, Central Cee",49,1,-7,"BG","2024-08-07",87,"True",118002,"Did It First (with Central Cee)","2024-07-11",0.635,0.574,1,-7.453,1,0.322,0.229,0,0.126,0.592,153.938,4
"711451","6JnLTSjPA96Dgg9VCDRf1r","למה את?","ילד.",22,1,0,"IL","2024-11-08",51,"False",193000,"ילד.","2024-06-17",0.698,0.699,11,-6.22,0,0.117,0.117,0,0.318,0.649,98.17,4
"583654","550rQQCGkrTzvp4SfpOPzx","Hallelujah","Pentatonix",18,32,5,"AT","2024-12-24",78,"False",268960,"A Pentatonix Christmas","2016-10-21",0.322,0.377,7,-7.385,0,0.0356,0.454,0,0.338,0.366,118.669,4
