"","spotify_id","name","artists","daily_rank","daily_movement","weekly_movement","country","snapshot_date","popularity","is_explicit","duration_ms","album_name","album_release_date","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature"
"481639","4jkBnmyINno5OGQe1D5PK1","Fuck Polizei","Wang, Sadam, Mateos Nps",21,1,-1,"GR","2025-01-21",64,"True",211187,"Fuck Polizei","2024-12-13",0.679,0.849,2,-6.936,0,0.347,0.0869,0,0.117,0.297,150.23,4
"2038148","5TL2ui5tdet8DSvZTaHZbe","Cum O Dai Tu","Iuly Neamtu, Manele Mentolate",40,8,10,"RO","2023-11-06",55,"False",141333,"Cum O Dai Tu","2021-07-21",0.839,0.646,2,-7.769,1,0.107,0.0408,1.33e-05,0.114,0.616,179.973,4
"740867","59NraMJsLaMCVtwXTSia8i","Prada","cassö, RAYE, D-Block Europe",44,-2,-14,"EE","2024-10-31",83,"True",132359,"Prada","2023-08-11",0.638,0.717,8,-5.804,1,0.0375,0.001,1.79e-06,0.113,0.422,141.904,4
"880471","0ZW2C4Yd8HvGXM6jrLmChx","CALMA","Y4ska, Dizzy",8,-3,0,"SE","2024-09-22",68,"True",120000,"CALMA","2024-05-17",0.474,0.636,4,-8.914,0,0.0554,0.502,1.29e-05,0.186,0.78,200.101,4
"986807","0ntQJM78wzOLVeCUAW7Y45","Sex on Fire","Kings of Leon",44,-3,2,"NZ","2024-08-24",84,"False",203346,"Only By The Night","2008-09-23",0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398,4
"1686530","7iUtQNMRB8ZkKC4AmEuCJC","LA FALDA","Myke Towers",4,0,0,"EC","2024-02-11",92,"True",174229,"LVEU: VIVE LA TUYA...NO LA MIA","2023-09-18",0.8,0.738,7,-4.26,1,0.0691,0.372,0.00877,0.19,0.267,103.008,4
"217507","4eLDmhsJW3JoZTXCAozHor","Loco","Neton Vega",5,-2,3,"MX","2025-04-04",85,"False",186521,"Mi Vida Mi Muerte","2025-02-14",0.849,0.708,1,-5.502,1,0.0686,0.0741,0.00768,0.139,0.636,91.981,4
"1540474","4jiwxqE1yye4hzG5CpNcUH","Холод","shadowraze",27,4,23,"BY","2024-03-24",65,"False",123789,"Холод","2023-08-25",0.631,0.581,10,-10.37,0,0.139,0.225,0.000495,0.11,0.107,94.998,4
"618793","2XHqalPmKugChuhFtMBErf","Barbi Baba","Fehér Krisztián",7,2,43,"HU","2024-12-14",54,"False",150697,"Barbi Baba","2024-11-23",0.788,0.532,11,-9.396,0,0.283,0.0845,0,0.163,0.855,171.728,4
"2052041","0SLhB9JLM4Ksz1XdwK3aQD","Hà Nội (ft. VSTRA)","Obito, VSTRA",20,-1,-7,"VN","2023-11-02",66,"False",165555,"Đánh Đổi","2023-10-10",0.768,0.368,11,-13.274,0,0.047,0.329,0.105,0.284,0.365,107.998,4
"600084","19XpFsce28aByvCC4g89tJ","Too Sweet","Hozier",48,1,2,"LT","2024-12-19",83,"False",251424,"Unreal Unearth: Unaired","2024-08-19",0.74,0.643,10,-5.446,1,0.0413,0.041,0.00229,0.0407,0.96,117.025,4
"470805","6RcAHyC5sAUIbPTkhOQwd8","Y LLORO","Junior H",37,0,1,"GT","2025-01-24",82,"True",179013,"$AD BOYZ 4 LIFE II","2023-10-05",0.728,0.589,7,-7.115,1,0.0376,0.424,7.78e-06,0.166,0.767,77.475,4
"903173","2SQF7fpgxcJEFucbJQJxPz","Douwi Douwi","7liwa",10,0,3,"MA","2024-09-16",55,"False",182400,"Champion","2024-06-23",0.729,0.556,8,-7.936,0,0.299,0.707,0.00326,0.101,0.605,100.09,4
"1581328","7bPp2NmpmyhLJ7zWazAXMu","TULUM","Peso Pluma, Grupo Frontera",39,2,-1,"BO","2024-03-11",84,"True",209415,"GÉNESIS","2023-06-29",0.557,0.866,6,-4.454,1,0.0503,0.394,0,0.11,0.631,167.767,4
"1967459","21vc2kQZMS00cAyNT82a1M","Vultures","¥$, Kanye West, Ty Dolla $ign, Bump J",33,-1,17,"EE","2023-11-26",75,"True",237534,"Vultures","2023-11-22",0.712,0.554,1,-6.982,0,0.211,0.157,0,0.12,0.535,146.086,4
"754120","2HQOumI8CH5kHB3V2ZHwnU","Lmouje","7-Toun",49,-10,-14,"MA","2024-10-27",55,"False",202191,"Lmouje","2024-05-17",0.522,0.865,3,-7.245,0,0.153,0.518,0.000272,0.169,0.685,109.494,3
"787505","6YfzfBiC4dpF5yv63QcLCY","Skoni","TOQUEL",35,-1,-1,"GR","2024-10-18",59,"True",123045,"Beverly Hills","2022-05-27",0.732,0.658,8,-9.24,0,0.265,0.455,1.06e-06,0.347,0.629,139.866,4
"311675","4GkgNC3bpLqXyuxWvlNfKI","Oh Mamma Mia (feat. Rose Villain)","Guè, Rose Villain",34,4,15,"IT","2025-03-09",66,"True",168240,"Tropico Del Capricorno","2025-01-10",0.811,0.758,6,-6.08,0,0.249,0.276,0,0.0656,0.464,101.94,4
"757522","7tI8dRuH2Yc6RuoTjxo4dU","Who","Jimin",1,0,0,"NI","2024-10-26",92,"False",170887,"MUSE","2024-07-19",0.66,0.756,0,-3.743,0,0.032,0.00289,0,0.193,0.838,116.034,4
"1483016","6XjDF6nds4DE2BBbagZol6","Gata Only","FloyyMenor, Cris Mj",3,0,3,"SV","2024-04-08",95,"True",222000,"Gata Only","2024-02-02",0.791,0.499,8,-8.472,0,0.0509,0.446,2.41e-05,0.0899,0.669,99.986,4
"1335473","6dOtVTDdiauQNBQEDOtlAB","BIRDS OF A FEATHER","Billie Eilish",10,0,40,"CA","2024-05-21",86,"False",210373,"HIT ME HARD AND SOFT","2024-05-17",0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4
"798816","6urVGPv9YgOVKpUjQsTYxn","Una Noche","El Blachy, El Rubio Acordeón",49,1,1,"DO","2024-10-15",48,"False",222923,"Una Noche","2023-09-20",0.562,0.892,0,-4.895,1,0.0944,0.539,5.04e-05,0.264,0.965,154.266,4
"1838923","4nKyIs9RnHzRJSyM5x7BEU","Straniero (feat. Tedua)","Massimo Pericolo, Tedua",32,-2,-7,"IT","2023-12-31",72,"False",176343,"Le cose cambiano","2023-12-01",0.759,0.76,7,-6.42,1,0.0487,0.168,0,0.189,0.709,98.031,4
"1148726","1PUwncTlHx89aP8nIfObSO","Lightskinboy (feat. Sexmane)","Turisti, Sexmane",13,0,-2,"FI","2024-07-11",62,"True",146666,"Lightskinboy (feat. Sexmane)","2024-05-24",0.747,0.671,8,-3.51,1,0.0749,0.0355,0.000466,0.0796,0.785,161.958,4
"584733","2262bWmqomIaJXwCRHr13j","Sailor Song","Gigi Perez",47,3,-15,"PL","2024-12-23",93,"False",211978,"Sailor Song","2024-07-26",0.494,0.413,11,-10.432,1,0.0254,0.682,6.72e-05,0.193,0.273,94.938,4
"584018","5DSMm0BZXlSvqArsTX00Ge","DOCTOR","Luck Ra, Nicki Nicole",32,0,7,"UY","2024-12-23",73,"False",144148,"DOCTOR","2024-08-29",0.651,0.762,9,-2.969,1,0.0315,0.0834,0,0.0701,0.721,90.989,4
"1595784","6wf7Yu7cxBSPrRlWeSeK0Q","What Was I Made For? [From The Motion Picture ""Barbie""]","Billie Eilish",45,0,-5,"CA","2024-03-07",94,"False",222369,"What Was I Made For? [From The Motion Picture ""Barbie""]","2023-07-13",0.444,0.0911,0,-17.665,1,0.0307,0.959,1.05e-06,0.098,0.142,78.403,4
"527427","6e0YUaVAfDxUabmybOjguy","Awuke","Davido, YG Marley",18,0,-2,"NG","2025-01-08",76,"False",172628,"Awuke","2024-10-31",0.749,0.792,5,-4.621,1,0.0402,0.308,1.63e-05,0.0712,0.903,113.981,4
"1809232","4E8EciYYzTKF4REO51XQiS","DND","Rema",8,2,0,"NG","2024-01-08",68,"False",166000,"RAVAGE","2023-10-26",0.788,0.819,5,-5.795,1,0.0327,0.0127,0,0.225,0.2,107.003,4
"545897","1QcmAp6Ev2HuYxKujUwnw0","il filo rosso","Alfa",6,-1,0,"IT","2025-01-03",69,"False",187403,"Non so chi ha creato il mondo ma so che era innamorato","2024-02-16",0.496,0.65,4,-6.109,1,0.0558,0.0846,0,0.424,0.542,169.918,3
"1791594","3yHyiUDJdz02FZ6jfUbsmY","Satranga (From ""ANIMAL"")","Arijit Singh, Shreyas Puranik, Siddharth - Garima",3,0,0,"IN","2024-01-13",88,"False",271169,"Satranga (From ""ANIMAL"")","2023-10-27",0.273,0.405,0,-5.81,1,0.0298,0.735,0,0.189,0.534,89.48,3
"1578878","3jTyFoGeD3DTu9cnnctMWN","DENTRO DA HILUX","Luan Pereira, Mc Daniel, MC Ryan SP",39,11,-15,"PT","2024-03-11",81,"False",163013,"DENTRO DA HILUX","2023-08-24",0.728,0.527,6,-6.347,0,0.091,0.0906,0,0.0861,0.333,129.978,4
"1784539","3tYdb1HYnrqcq9bdwsuxfg","Gurulgatok","VZS",48,2,-1,"HU","2024-01-15",56,"True",147096,"Gurulgatok","2023-09-20",0.926,0.556,10,-7.379,0,0.178,0.0952,0,0.179,0.621,92.999,4
"420965","7eNwwoxDR8KVzNAuGvliAO","Kyoto","Omar Courtz, De La Rose, Haze",43,-2,7,"CR","2025-02-07",77,"True",247840,"Kyoto","2023-07-14",0.732,0.753,9,-4.269,0,0.0512,0.235,1.74e-05,0.568,0.405,94.978,4
"1328180","2GxrNKugF82CnoRFbQfzPf","i like the way you kiss me","Artemas",17,-1,-6,"CA","2024-05-23",99,"False",142514,"i like the way you kiss me","2024-03-19",0.599,0.946,11,-4.263,1,0.0447,0.000938,0.0106,0.0826,0.747,151.647,4
"428852","3hRV0jL3vUpRrcy398teAU","The Night We Met","Lord Huron",30,20,6,"","2025-02-04",88,"False",208211,"Strange Trails","2015-04-06",0.448,0.369,9,-9.514,1,0.0452,0.968,0.272,0.638,0.0998,174.097,3
"250169","6FrdgpACiBkUqULyNrGwfc","Nieko Nieko","Jessica Shy",23,16,27,"LT","2025-03-26",47,"False",188411,"Pasaka","2023-03-10",0.792,0.713,2,-5.859,0,0.03,0.206,8.28e-05,0.0922,0.64,106.943,4
"31445","2Morv8EWzWFsfbqG8vdUfy","Fire in These Hills","Imagine Dragons",45,5,5,"EE","2025-06-03",64,"False",219280,"LOOM","2024-06-28",0.659,0.523,1,-7.585,1,0.0368,0.154,0,0.117,0.274,125.013,4
"129983","1kUyOJb3fzUo8r0OCz5SQk","Mantra","JENNIE",36,6,14,"TW","2025-05-06",83,"True",136627,"Ruby","2025-03-07",0.894,0.725,10,-4.984,0,0.0432,0.00434,1.15e-05,0.0815,0.837,116.988,4
"701002","13EtEH0X61xnyEChVmeb2Q","Székelykapu","Pogány Induló, Parno Graszt",23,2,4,"HU","2024-11-11",54,"True",170000,"Vagy Mindent Vagy Semmit","2024-02-02",0.769,0.778,7,-7.526,0,0.13,0.257,0,0.251,0.623,120.058,4
"1368914","1PT8hWQvl2gRO1JhDcSUqN","Come back to me","RM",1,49,49,"VN","2024-05-11",0,"False",388960,"Come back to me","2024-05-10",0.623,0.462,4,-7.82,0,0.0326,0.397,0.0115,0.0492,0.344,73.007,4
"963026","7iQXYTyuG13aoeHxGG28Nh","PERRO NEGRO","Bad Bunny, Feid",13,1,2,"CR","2024-08-31",87,"True",162767,"nadie sabe lo que va a pasar mañana","2023-10-13",0.911,0.778,5,-2.248,1,0.262,0.0887,2.16e-05,0.179,0.345,96.057,4
"1795508","1hZsWUnLbqRw09jLAMQSsb","CLASSY 101","Feid, Young Miko",17,-1,-1,"HN","2024-01-12",84,"True",195586,"FERXXOCALIPSIS","2023-12-01",0.858,0.665,11,-4.772,1,0.152,0.126,0,0.119,0.659,100.09,4
"176092","6J5kc12BW5HuP3d7C3vvx8","EoO","Bad Bunny",19,0,-4,"BO","2025-04-16",94,"True",204768,"DeBÍ TiRAR MáS FOToS","2025-01-05",0.36,0.464,10,-29.598,0,0.0702,0.749,0.859,0.0825,0.184,63.662,4
"1233099","4OyzSXRSadNQt5EMwASdap","Todo Cambió","Camila",36,-1,2,"CR","2024-06-18",76,"False",193826,"Todo Cambio","2006-01-01",0.452,0.523,5,-6.453,1,0.0625,0.563,0,0.233,0.363,173.85,3
"1212327","5Z0UnEtpLDQyYlWwgi8m9C","Too Sweet","Hozier",14,2,-3,"TH","2024-06-23",87,"False",251424,"Unreal Unearth: Unheard","2024-03-22",0.741,0.62,10,-5.505,1,0.0412,0.0295,0.000809,0.0398,0.934,117.038,4
"279458","1tI1LGUz4fZg8es7toVK6K","Passport","BSW",17,5,-3,"HU","2025-03-18",57,"False",137614,"Lidokain","2024-12-08",0.871,0.87,5,-4.091,1,0.148,0.233,2.19e-05,0.225,0.821,109.042,4
"90395","2HRgqmZQC0MC7GeNuDIXHN","Seven (feat. Latto) (Explicit Ver.)","Jung Kook, Latto",48,0,2,"TW","2025-05-17",85,"True",183550,"GOLDEN","2023-11-03",0.79,0.831,11,-4.185,1,0.044,0.312,0,0.0797,0.872,124.987,4
"1048304","5T9ZeccGPOOX7J4YGGwqE3","总会有人 (男版)","承桓",41,5,8,"SG","2024-08-07",66,"False",199801,"总会有人 (男版)","2023-10-10",0.704,0.488,7,-7.834,1,0.0464,0.492,0,0.181,0.376,115.067,4
"1887774","4xAGuRRKOgoaZbMGdmTD3N","Oi Balde - Ao Vivo","Zé Neto & Cristiano",41,8,0,"BR","2023-12-18",75,"False",159158,"Escolhas, Vol. 2 (Ao Vivo)","2023-06-22",0.67,0.668,2,-6.411,1,0.0459,0.601,0,0.803,0.552,107.995,4
"2085111","4iZ4pt7kvcaH6Yo8UoZ4s2","Snooze","SZA",18,0,32,"US","2023-10-24",92,"True",201800,"SOS","2022-12-09",0.559,0.551,5,-7.231,1,0.132,0.141,0,0.11,0.392,143.008,4
"1320733","7y91nQBMhyeHWTn9wVvhKl","Una Vida Pasada","Camilo, Carin Leon",20,5,4,"CO","2024-05-25",82,"False",218500,"Una Vida Pasada","2024-04-02",0.768,0.679,7,-5.539,0,0.0411,0.656,3.66e-05,0.143,0.948,89.975,4
"989671","1RI3YE0BqwN2Fd6Ej0gTqW","OF OF OF","ElMusto, Organize",8,0,2,"TR","2024-08-23",72,"False",144000,"OF OF OF","2024-07-26",0.852,0.629,11,-10.833,0,0.264,0.153,0,0.0739,0.739,119.999,4
"8370","6393yGahSJ9slVdOwSxOVR","Pink Pony Club","Chappell Roan",20,-4,-2,"NZ","2025-06-09",88,"False",258034,"The Rise and Fall of a Midwest Princess","2023-09-21",0.61,0.65,6,-6.199,1,0.0474,0.399,0,0.11,0.507,106.719,4
"335186","0mh6Fg4hnUN8fzxBUD3Adl","DUBAI","Kharishma, Shebeshxt, Naqua, Mr Diego",50,0,0,"ZA","2025-03-02",37,"False",243853,"DUBAI","2025-02-24",0.812,0.744,10,-9.058,0,0.0559,0.0471,9.48e-05,0.0932,0.625,126.051,4
"468277","2262bWmqomIaJXwCRHr13j","Sailor Song","Gigi Perez",9,-2,-1,"AU","2025-01-25",93,"False",211978,"Sailor Song","2024-07-26",0.494,0.413,11,-10.432,1,0.0254,0.682,6.72e-05,0.193,0.273,94.938,4
"85467","4MUrUT38U98olfnyzMBCzm","KLOuFRENS","Bad Bunny",20,0,-2,"EC","2025-05-19",91,"True",199114,"DeBÍ TiRAR MáS FOToS","2025-01-05",0.326,0.125,1,-32.45,1,0.148,0.703,0.706,0.18,0.306,106.974,4
"1745983","0tGmDUHDoT8pxYhgAT3yNG","bé ơi từ từ","Wren Evans, itsnk",14,-1,-1,"VN","2024-01-25",72,"False",200727,"LOI CHOI: The Neo Pop Punk","2023-12-17",0.782,0.383,9,-12.702,0,0.0616,0.0522,0.000124,0.095,0.236,109.971,4
"982228","5oIVNm56t6OIf9ZjdEG3ud","Coincidence","Sabrina Carpenter",15,-3,35,"US","2024-08-25",73,"False",164202,"Short n' Sweet","2024-08-23",0.418,0.815,9,-6.216,1,0.125,0.362,0,0.125,0.758,77.862,4
"1353533","54zcJnb3tp9c5OVKREZ1Is","MI EX TENÍA RAZÓN","KAROL G",20,-1,-2,"CR","2024-05-16",85,"False",154374,"MAÑANA SERÁ BONITO (BICHOTA SEASON)","2023-08-10",0.634,0.725,5,-4.945,0,0.0587,0.0776,0,0.211,0.795,159.845,4
"859929","1Jx6aZyJR985kw8CWUZ15O","צמוד צמוד","Omer Adam, אודיה, ShrekDiMC",16,1,0,"IL","2024-09-28",60,"False",163464,"צמוד צמוד","2024-04-16",0.82,0.627,10,-7.463,0,0.0881,0.0554,0.000818,0.108,0.589,116.043,4
"293723","7nzeIh8kUdieUBLPXch9wi","Góða nótt","Hafdís Huld",32,0,-5,"IS","2025-03-14",43,"False",132446,"Vögguvísur","2012-06-04",0.797,0.175,9,-11.86,1,0.0325,0.954,0,0.115,0.635,99.902,3
"1774410","2CeKVsFFXG4QzA415QygGb","Feliz Cumpleaños Ferxxo","Feid",10,1,-1,"CO","2024-01-18",88,"False",155960,"FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM","2022-09-14",0.865,0.573,5,-5.501,1,0.0678,0.0863,0,0.305,0.563,94.999,4
"457146","3xkHsmpQCBMytMJNiDf3Ii","Beautiful Things","Benson Boone",24,-3,3,"CA","2025-01-28",86,"False",180304,"Fireworks & Rollerblades","2024-04-05",0.472,0.471,10,-5.692,1,0.0603,0.151,0,0.14,0.219,105.029,3
"552809","1qlXfJNWyNwIXYnlqmqV6u","DEGVIELA","Singapūras Satīns",41,0,9,"LV","2025-01-01",39,"False",160000,"SUPER","2023-10-10",0.751,0.873,8,-6.265,1,0.194,0.249,0,0.594,0.718,134.95,4
"137625","7eNwwoxDR8KVzNAuGvliAO","Kyoto","Omar Courtz, De La Rose, Haze",35,-3,15,"PY","2025-05-04",82,"True",247840,"Kyoto","2023-07-14",0.732,0.753,9,-4.269,0,0.0512,0.235,1.74e-05,0.568,0.405,94.978,4
"613570","6dOtVTDdiauQNBQEDOtlAB","BIRDS OF A FEATHER","Billie Eilish",34,-3,16,"SK","2024-12-15",96,"False",210373,"HIT ME HARD AND SOFT","2024-05-17",0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4
"1627660","3r9OpHiEaeMaBOa7kVtWtC","Tengo Un Plan","Key-Key",29,2,21,"HN","2024-02-27",23,"False",189282,"Tengo Un Plan","2024-01-07",0.798,0.59,8,-9.46,1,0.175,0.12,0,0.12,0.533,101.983,4
"1037515","7tI8dRuH2Yc6RuoTjxo4dU","Who","Jimin",2,0,0,"PY","2024-08-10",94,"False",170887,"MUSE","2024-07-19",0.66,0.756,0,-3.743,0,0.032,0.00289,0,0.193,0.838,116.034,4
"202654","0KSOLEBixnBYIKNHF1VbzF","Hona Tha Pyar","Atif Aslam, Hadiqa Kiani",45,-2,5,"PK","2025-04-08",73,"False",221986,"Bol (Original Motion Picture Soundtrack)","2011-06-05",0.687,0.542,4,-8.689,1,0.0307,0.571,0.0307,0.118,0.782,102.994,4
"559038","3fpWkbEZMP1BgOOfymwoaS","drinks or coffee","ROSÉ",34,-2,3,"SG","2024-12-30",81,"False",133113,"rosie","2024-12-06",0.768,0.521,5,-6.145,0,0.157,0.0688,0,0.069,0.535,136.113,4
"9787","6AvhXZErJVyLcTPGWyriJr","Etabelna","Muslim - مُسلِم",37,6,13,"EG","2025-06-09",63,"False",186233,"Etabelna","2024-05-18",0.631,0.624,11,-7.665,0,0.0469,0.57,0.00203,0.171,0.762,154.175,4
"576089","6s1kzj4EbhFLXbuAGJbhbn","Barbie","MC Tuto, DJ Glenner",3,-1,-2,"BR","2024-12-26",85,"False",192755,"Barbie","2024-10-18",0.955,0.425,3,-8.242,0,0.43,0.711,0,0.101,0.716,127.032,4
"1341564","5zCnGtCl5Ac5zlFHXaZmhy","Sajni (From ""Laapataa Ladies"")","Ram Sampath, Arijit Singh, Prashant Pandey",1,0,0,"IN","2024-05-19",75,"False",170044,"Sajni (From ""Laapataa Ladies"")","2024-02-12",0.428,0.413,0,-7.783,1,0.0281,0.827,9.35e-06,0.108,0.355,79.646,4
"194645","1yX9gy5fK02j6nBnGJ1S3k","Sweet Dreams (feat. Miguel)","j-hope, Miguel",36,0,-2,"VE","2025-04-10",88,"False",172952,"Sweet Dreams (feat. Miguel)","2025-03-07",0.564,0.577,4,-6.468,0,0.0774,0.153,0,0.0726,0.797,94.3,4
"57744","6Wobsw9uZ0D0xkfOjxXSq9","Messy (From F1® The Movie)","ROSÉ, F1 The Album",44,-18,-28,"VN","2025-05-26",86,"False",179055,"Messy (From F1® The Movie)","2025-05-08",0.562,0.643,5,-5.739,1,0.0422,0.0442,0,0.0965,0.277,96.92,4
"1692486","6rOqLUy3kp0PVQQEtNPpbQ","Happiness (feat. Asake & Gunna)","Sarz, Asake, Gunna",10,0,2,"NG","2024-02-09",76,"False",174743,"Happiness (feat. Asake & Gunna)","2023-12-07",0.804,0.744,10,-5.39,0,0.0395,0.184,0.388,0.104,0.775,104.981,4
"1013660","4ZBslg1i1eHVOMhZZoX5fx","Parler tout bas","Bouss",47,-5,-21,"FR","2024-08-17",68,"True",201750,"Depuis le temps","2024-05-01",0.467,0.583,10,-8.784,1,0.44,0.814,0,0.144,0.185,198.655,4
"1349673","02AZnoKXGEeOrTI9xrtOsg","Sicaria","MEL GRANDA, Jowell & Randy, Poo Bear",10,0,0,"DO","2024-05-17",73,"True",204649,"Sicaria","2024-03-14",0.849,0.748,9,-3.356,0,0.175,0.409,0,0.108,0.371,102.103,4
"1812695","59NraMJsLaMCVtwXTSia8i","Prada","cassö, RAYE, D-Block Europe",23,-2,2,"NZ","2024-01-07",93,"True",132359,"Prada","2023-08-11",0.638,0.717,8,-5.804,1,0.0375,0.001,1.79e-06,0.113,0.422,141.904,4
"714423","3n7kzSJ246VvIe4lRmxV9X","Worldwide","Asake",44,6,0,"NG","2024-11-07",65,"False",182976,"Lungu Boy","2024-08-08",0.533,0.425,5,-8.427,0,0.152,0.692,0.000158,0.118,0.464,81.084,3
"770186","0mflMxspEfB0VbI1kyLiAv","Stick Season","Noah Kahan",15,0,-4,"CA","2024-10-23",88,"False",182346,"Stick Season","2022-10-14",0.664,0.5,9,-6.935,1,0.0651,0.799,0,0.0966,0.801,117.896,4
"746422","7eQl3Yqv35ioqUfveKHitE","Tum Se Hi","Pritam, Mohit Chauhan",49,1,1,"PK","2024-10-29",76,"False",321225,"Jab We Met","2007-09-21",0.609,0.538,6,-7.842,1,0.0273,0.328,0,0.125,0.608,130.015,4
"1775872","7bPp2NmpmyhLJ7zWazAXMu","TULUM","Peso Pluma, Grupo Frontera",22,-5,-6,"PY","2024-01-17",88,"True",209415,"GÉNESIS","2023-06-29",0.557,0.866,6,-4.454,1,0.0503,0.394,0,0.11,0.631,167.767,4
"76711","2BvPMS2XWfnCpHHvWeOyeC","DETRÁS DE TU ALMA","Mora",14,3,36,"PA","2025-05-21",67,"True",237000,"LO MISMO DE SIEMPRE","2025-05-18",0.433,0.733,4,-5.54,0,0.128,0.503,0,0.244,0.263,89.405,4
"1145437","5Z0UnEtpLDQyYlWwgi8m9C","Too Sweet","Hozier",24,1,2,"DE","2024-07-12",89,"False",251424,"Unreal Unearth: Unheard","2024-03-22",0.741,0.62,10,-5.505,1,0.0412,0.0295,0.000809,0.0398,0.934,117.038,4
"2043537","35RegtSScKod4jXc4XtQXz","3 Toivomusta","Pyrythekid, Axel Kala",40,-16,1,"FI","2023-11-05",61,"False",142097,"3 Toivomusta","2023-10-05",0.768,0.765,7,-5.959,0,0.0424,0.031,0.00911,0.191,0.583,117.947,4
"1005647","5AJ9hqTS2wcFQCELCFRO7A","MILLION DOLLAR BABY","Tommy Richman",34,-3,-4,"KR","2024-08-19",94,"False",155151,"MILLION DOLLAR BABY","2024-04-26",0.852,0.697,1,-5.52,0,0.0439,0.0973,0.00037,0.0678,0.919,138.029,4
"1623905","6xeqCawPZngDVqw2W2aGaR","Kembali Pulang","Suara Kayu, Feby Putri",20,2,14,"ID","2024-02-28",80,"False",207898,"Kembali Pulang","2022-10-28",0.559,0.236,1,-10.619,1,0.0282,0.95,0.00673,0.105,0.33,141.977,3
"1626018","3JvrhDOgAt6p7K8mDyZwRd","Riptide","Vance Joy",33,2,-3,"SK","2024-02-27",86,"False",204280,"Dream Your Life Away (Special Edition)","2014-09-09",0.484,0.731,1,-6.694,1,0.0379,0.431,0,0.151,0.51,101.654,4
"650424","5G7d637BU8TQbUjcE1qjMt","B012","Bletka",38,-3,-11,"PL","2024-11-25",66,"False",138600,"B012","2024-03-27",0.69,0.617,1,-7.387,0,0.0956,0.153,0,0.086,0.489,99.985,4
"2085424","2sXnat46y10FtAbW2A0ira","Hannah Montana","Calin",31,0,19,"SK","2023-10-24",63,"False",158607,"POPSTAR","2022-03-11",0.583,0.784,6,-6.708,0,0.0882,0.0621,4.49e-05,0.171,0.744,135.08,4
"918016","2HRgqmZQC0MC7GeNuDIXHN","Seven (feat. Latto) (Explicit Ver.)","Jung Kook, Latto",3,0,0,"KR","2024-09-12",86,"True",183550,"GOLDEN","2023-11-03",0.79,0.831,11,-4.185,1,0.044,0.312,0,0.0797,0.872,124.987,4
"1678645","5MIpcd16T59wFeqAChSYwC","Duka","Last Child",19,-1,-6,"ID","2024-02-13",82,"False",325147,"Duka","2016-09-25",0.566,0.885,0,-4.664,1,0.0355,0.122,3.75e-06,0.049,0.31,135.015,4
"932919","5IZXB5IKAD2qlvTPJYDCFB","I Had Some Help (Feat. Morgan Wallen)","Post Malone, Morgan Wallen",6,4,28,"IE","2024-09-08",84,"True",178205,"F-1 Trillion","2024-08-15",0.644,0.874,0,-4.723,1,0.0265,0.0113,0,0.227,0.753,128.017,4
"1425740","4QGKV8j62DQnnvukExzCGo","cipoe - full","Azahriah",27,-3,-20,"HU","2024-04-26",54,"True",312883,"skatulya I","2024-04-18",0.396,0.735,11,-8.468,0,0.362,0.108,0.00214,0.652,0.115,163.151,4
"1319748","4xNo1LgWSCyjgK4OsUnLWg","יוצאת מזה","Jasmin Moallem",35,0,8,"IL","2024-05-25",54,"False",220000,"יוצאת מזה","2024-05-01",0.449,0.399,7,-8.959,0,0.0387,0.718,0,0.143,0.25,134.874,4
"682414","4UzqpJRQcimoTGzD1uSqj2","Mapa Cor de Rosa","Plutonio",28,2,22,"PT","2024-11-16",48,"False",206210,"Carta de Alforria","2024-11-08",0.581,0.501,0,-10.393,0,0.133,0.538,1.44e-05,0.242,0.281,76.009,4
"339554","2CGNAOSuO1MEFCbBRgUzjd","luther (with sza)","Kendrick Lamar, SZA",18,-6,-10,"PT","2025-03-01",89,"False",177598,"GNX","2024-11-21",0.707,0.575,2,-7.546,1,0.125,0.251,0,0.248,0.576,138.008,4
"52564","6dd2fGbktU3zOHHWK58nto","BAKPAKK","DESH, Young Fly, Azahriah",14,-2,-2,"HU","2025-05-28",61,"True",167687,"BAKPAKK","2024-07-08",0.899,0.738,6,-5.318,1,0.0743,0.0762,0,0.101,0.922,105.008,4
"757863","5G2f63n7IPVPPjfNIGih7Q","Taste","Sabrina Carpenter",42,3,-3,"LT","2024-10-26",95,"False",157279,"Short n' Sweet","2024-08-23",0.674,0.907,3,-4.086,1,0.064,0.101,0,0.297,0.721,112.964,4
"1633026","6Qb7YsAqH4wWFUMbGsCpap","Training Season","Dua Lipa",45,-11,-27,"US","2024-02-25",89,"False",209487,"Training Season","2024-02-15",0.815,0.582,5,-4.5,0,0.0532,0.0365,1.45e-06,0.138,0.671,123.03,4
"811570","78BWCd70D1X6LMkDZm1UoF","Millionaire","Yo Yo Honey Singh",3,0,1,"PK","2024-10-11",79,"True",199114,"GLORY","2024-08-26",0.749,0.828,7,-5.609,0,0.142,0.472,6.24e-05,0.231,0.398,95.981,4
